ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
husnind/hybrid-tree-packing-solver-2nd-try,Husnind, Hybrid Tree Packing Solver - 2nd try,10,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,271,False,,True,False,True,False,https://www.kaggle.com/code/husnind/hybrid-tree-packing-solver-2nd-try,downloaded/husnind_hybrid-tree-packing-solver-2nd-try,121.709404247769,,
koushikkumardinda/santa-2025-christmas-tree-packing-challenge,KOUSHIK KUMAR DINDA,Santa 2025 - Christmas Tree Packing Challenge,18,,false,false,SA;Translation;Physics,numpy;pandas;shapely,604,False,,True,False,True,True,https://www.kaggle.com/code/koushikkumardinda/santa-2025-christmas-tree-packing-challenge,downloaded/koushikkumardinda_santa-2025-christmas-tree-packing-challenge,173.652298602905,KK,113
cdeotte/visualize-best-public-notebooks,Chris Deotte,Visualize Best Public Notebooks,105,,false,false,Translation;Ensemble;Physics;Greedy,matplotlib;numpy;pandas;shapely,240,False,,False,True,True,True,https://www.kaggle.com/code/cdeotte/visualize-best-public-notebooks,downloaded/cdeotte_visualize-best-public-notebooks,,,
hengck23/gemini3-packing,hengck23,gemini3 packing ,9,,false,false,Physics,matplotlib;numpy;shapely,268,False,,True,False,False,False,https://www.kaggle.com/code/hengck23/gemini3-packing,downloaded/hengck23_gemini3-packing,,,
anhadmahajan06/santa-2025-christmas-tree-packing-challenge,Anhad Mahajan,Santa 2025 - Christmas Tree Packing Challenge,11,,false,false,Physics,numpy;pandas;shapely,114,False,,False,False,True,False,https://www.kaggle.com/code/anhadmahajan06/santa-2025-christmas-tree-packing-challenge,downloaded/anhadmahajan06_santa-2025-christmas-tree-packing-challenge,899.993056092466,,
alperenaslann/santa-2025-christmas-gift,Alp Eren Aslan,SANTA 2025 | Christmas Gift  ,14,,false,false,Physics,numpy;pandas;scipy;shapely,374,False,,True,False,True,False,https://www.kaggle.com/code/alperenaslann/santa-2025-christmas-gift,downloaded/alperenaslann_santa-2025-christmas-gift,71.012095396636,,
crodoc/87-38-hybrid-optimization-strategy,CroDoc,🎄[87.38]🎄 Hybrid Optimization Strategy,123,,false,false,SA;Translation;Ensemble;Physics,multiprocessing;pandas;shapely,660,False,,True,False,True,True,https://www.kaggle.com/code/crodoc/87-38-hybrid-optimization-strategy,downloaded/crodoc_87-38-hybrid-optimization-strategy,87.380490595858,CroDoc,208
jazivxt/why-not,jazivxt,Why Not,400,,false,false,Translation;Ensemble;Physics,matplotlib;numpy;pandas;shapely,971,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/why-not,downloaded/jazivxt_why-not,,Very Ape,64
inversion/santa-2025-getting-started,inversion,Santa 2025 - Getting Started,2022,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/inversion/santa-2025-getting-started,downloaded/inversion_santa-2025-getting-started,,,
elvenmonk/christmas-tetris,Serhii Hrynko,Christmas Tetris,2,,false,false,GA;Physics,joblib;matplotlib;multiprocessing;numba;numpy;pandas;scipy;shapely,1067,False,,True,False,True,True,https://www.kaggle.com/code/elvenmonk/christmas-tetris,downloaded/elvenmonk_christmas-tetris,,Serhii H. & Santa ClaudeOpus,66
vedikasd/santa-optimization-explained,Vedika Sardeshmukh,santa-Optimization-explained,0,,false,false,Physics,numpy;pandas;scipy;shapely,390,False,,True,False,True,True,https://www.kaggle.com/code/vedikasd/santa-optimization-explained,downloaded/vedikasd_santa-optimization-explained,,,
crazyguy666/santa-2025-getting-started,crazyGuy,Santa 2025 - Getting Started,0,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/crazyguy666/santa-2025-getting-started,downloaded/crazyguy666_santa-2025-getting-started,,,
goose666/0123try,goose666,0123try,9,,false,false,Physics,,530,False,,True,False,True,False,https://www.kaggle.com/code/goose666/0123try,downloaded/goose666_0123try,70.591281706074,goose666,252
goose666/0122try,goose666,0122try,3,,false,false,Physics,pandas,299,False,,True,False,True,False,https://www.kaggle.com/code/goose666/0122try,downloaded/goose666_0122try,70.626601698253,goose666,252
skyeloitz/sovereign-elite-v9-leaderboard-ready,Skye Loitz,Sovereign Elite V9 Leaderboard Ready,0,,false,false,GA;Ensemble;Physics;RL,joblib;numpy;pandas;shapely,967,False,,True,False,True,True,https://www.kaggle.com/code/skyeloitz/sovereign-elite-v9-leaderboard-ready,downloaded/skyeloitz_sovereign-elite-v9-leaderboard-ready,,,
harrisadnanqamar/santa-2025-challenge,Harris Adnan qamar,Santa 2025 Challenge,1,,false,false,Physics,matplotlib;numpy;pandas;scipy,700,False,,True,False,True,False,https://www.kaggle.com/code/harrisadnanqamar/santa-2025-challenge,downloaded/harrisadnanqamar_santa-2025-challenge,,,
habedi/a-solution-optimizer-in-zig,Hassan Abedi,A Solution Optimizer (in Zig ⚡),9,,false,false,SA;Physics,numpy;pandas,748,False,,True,False,True,False,https://www.kaggle.com/code/habedi/a-solution-optimizer-in-zig,downloaded/habedi_a-solution-optimizer-in-zig,70.894415364485,,
anantkumar02/santa-2025-getting-started,Anant Kumar Gupta,Santa 2025 - Getting Started,0,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/anantkumar02/santa-2025-getting-started,downloaded/anantkumar02_santa-2025-getting-started,,,
yongsukprasertsuk/santa2025-bbox-optimization,Yongsuk Prasertsuk,Santa2025 | Bbox Optimization,158,,false,false,Physics,numba;numpy;pandas;shapely,268,False,,True,False,True,False,https://www.kaggle.com/code/yongsukprasertsuk/santa2025-bbox-optimization,downloaded/yongsukprasertsuk_santa2025-bbox-optimization,,,
kirillkuklin/santa-2025-tree-packaging-ga,Kirill Kuklin,Santa 2025 - Tree packaging - GA,0,,false,false,GA;Physics,joblib;matplotlib;numpy;pandas;shapely,325,False,,True,False,True,False,https://www.kaggle.com/code/kirillkuklin/santa-2025-tree-packaging-ga,downloaded/kirillkuklin_santa-2025-tree-packaging-ga,115.563590527417,,
rajvelpula/santa-2025,Raj velpula,Santa-2025,0,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely;sklearn,259,False,,True,False,True,False,https://www.kaggle.com/code/rajvelpula/santa-2025,downloaded/rajvelpula_santa-2025,169.653722560928,,
deeplumiere/santa-2025-sa,DeepLumiere,Santa 2025 SA,3,,false,false,Ensemble;Physics,,384,False,,True,False,True,True,https://www.kaggle.com/code/deeplumiere/santa-2025-sa,downloaded/deeplumiere_santa-2025-sa,,Team,37
stajdi/santa-claude-tree-packer-claude,stajdi,Santa Claude - Tree Packer Claude,14,,false,false,Physics,numba;numpy;pandas,274,False,,True,False,True,True,https://www.kaggle.com/code/stajdi/santa-claude-tree-packer-claude,downloaded/stajdi_santa-claude-tree-packer-claude,74.626502148128,,
gssreshta/santa-2025-vffgbbn,G S SRESHTA,Santa 2025 - vffgbbn,1,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/gssreshta/santa-2025-vffgbbn,downloaded/gssreshta_santa-2025-vffgbbn,,,
takaito/santa-2025-web-tool-for-manually-placing-trees,takaito,[Santa 2025] Web Tool for Manually Placing Trees,12,,false,false,Physics,,200,False,,True,False,False,False,https://www.kaggle.com/code/takaito/santa-2025-web-tool-for-manually-placing-trees,downloaded/takaito_santa-2025-web-tool-for-manually-placing-trees,,,
itsyoursumit/santa-2025-getting-started,Sumit Pandey,Santa 2025 - Getting Started,3,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/itsyoursumit/santa-2025-getting-started,downloaded/itsyoursumit_santa-2025-getting-started,,,
adrienthomas/the-antichrist,Adrien Thomas,The antichrist,6,,false,false,Ensemble;Physics;Greedy,numpy;pandas;scipy;sklearn;torch,231,False,,True,False,False,True,https://www.kaggle.com/code/adrienthomas/the-antichrist,downloaded/adrienthomas_the-antichrist,,,
