ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
artemevstafyev/merge-and-optimise,Artem,Merge and Optimise,70,,false,false,Translation;Physics,numpy;pandas;shapely,1094,True,,True,False,True,True,https://www.kaggle.com/code/artemevstafyev/merge-and-optimise,downloaded/artemevstafyev_merge-and-optimise,70.504882953247,ST,143
jazivxt/team-optimization-template,jazivxt,Team Optimization Template,23,,false,false,Translation;Ensemble,numpy;pandas;shapely,540,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/team-optimization-template,downloaded/jazivxt_team-optimization-template,70.859592457139,Very Ape,64
ayodejiibrahimlateef/santa-2025-christmas-tree-packing-challenge,Ayodeji Ibrahim Lateef,Santa 2025 - Christmas Tree Packing Challenge,2,,false,false,,matplotlib;numpy;pandas;shapely,413,False,,False,True,True,True,https://www.kaggle.com/code/ayodejiibrahimlateef/santa-2025-christmas-tree-packing-challenge,downloaded/ayodejiibrahimlateef_santa-2025-christmas-tree-packing-challenge,106.9235520363,,
jeroencottaar/santa-2025-1st-place-first-share,Jeroen Cottaar,Santa 2025 1st place first share,105,,false,false,,matplotlib;numpy;pandas,26,False,,False,True,True,False,https://www.kaggle.com/code/jeroencottaar/santa-2025-1st-place-first-share,downloaded/jeroencottaar_santa-2025-1st-place-first-share,68.780633952218,Jeroen Cottaar,1
luorenli/santa-best-score-03c998,luorenli,Santa Best Score 03c998,2,,false,false,,,112,False,,False,False,True,False,https://www.kaggle.com/code/luorenli/santa-best-score-03c998,downloaded/luorenli_santa-best-score-03c998,70.624567790709,,
sacuscreed/sparrow,Ángel Jacinto Sánchez Ruiz,Sparrow 🐦,0,,false,false,Sparrow,numpy,85,False,,False,False,False,False,https://www.kaggle.com/code/sacuscreed/sparrow,downloaded/sacuscreed_sparrow,,Let me solo her!,72
skarin/santa-2025-christmas-tree-packing-challenge,SK Arin,🎄 SANTA 2025 - CHRISTMAS TREE PACKING CHALLENGE,0,,false,false,Translation,matplotlib;numpy;pandas;shapely,346,False,,True,False,True,False,https://www.kaggle.com/code/skarin/santa-2025-christmas-tree-packing-challenge,downloaded/skarin_santa-2025-christmas-tree-packing-challenge,70.309621540255,,
sacuscreed/my-simulated-annealing-with-translations-columns,Ángel Jacinto Sánchez Ruiz,My Simulated annealing with translations columns,0,,false,false,SA;Translation,matplotlib;numpy;pandas;shapely,620,False,,True,False,True,False,https://www.kaggle.com/code/sacuscreed/my-simulated-annealing-with-translations-columns,downloaded/sacuscreed_my-simulated-annealing-with-translations-columns,,Let me solo her!,72
sacuscreed/my-simulated-annealing-with-translations,Ángel Jacinto Sánchez Ruiz,My Simulated annealing with translations,0,,false,false,SA,matplotlib;numpy;pandas;shapely,664,False,,True,False,True,False,https://www.kaggle.com/code/sacuscreed/my-simulated-annealing-with-translations,downloaded/sacuscreed_my-simulated-annealing-with-translations,72.307628142402,Let me solo her!,72
hossam82/santa-best-score,Hossam Hamouda,Santa Best Score,59,,false,false,,,5,False,,False,False,True,False,https://www.kaggle.com/code/hossam82/santa-best-score,downloaded/hossam82_santa-best-score,70.624571351761,,
jazivxt/teamwork-dreamwork,jazivxt,🐦🇨‌  - Teamwork Dreamwork,54,,false,false,Sparrow;Translation;Ensemble;Greedy,,270,False,,True,False,True,True,https://www.kaggle.com/code/jazivxt/teamwork-dreamwork,downloaded/jazivxt_teamwork-dreamwork,78.220816873246,Very Ape,64
nurikw3/lb-70-629-improved-baseline,Beisenbek Nurassyl [dsmlkz],[LB 70.629] IMPROVED BASELINE,10,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/nurikw3/lb-70-629-improved-baseline,downloaded/nurikw3_lb-70-629-improved-baseline,,,
ashrafulhossenakash/santa-70-6298,Ashraful,Santa | 70.6298,10,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/santa-70-6298,downloaded/ashrafulhossenakash_santa-70-6298,70.629857214937,shr,5
artemevstafyev/dense-block-approach,Artem,Dense block approach,78,,false,false,Physics,matplotlib;numpy;pandas;scipy;shapely,270,False,,True,False,True,False,https://www.kaggle.com/code/artemevstafyev/dense-block-approach,downloaded/artemevstafyev_dense-block-approach,70.597225251798,ST,143
tagirkhairutdinov/bronze-stable-bbox3-sweep-per-group-rotation,Tagir Analyzes,🥉Bronze – Stable bbox3 Sweep + Per-Group Rotation,72,,false,false,Translation,numpy;pandas;scipy;shapely,508,False,,True,False,True,False,https://www.kaggle.com/code/tagirkhairutdinov/bronze-stable-bbox3-sweep-per-group-rotation,downloaded/tagirkhairutdinov_bronze-stable-bbox3-sweep-per-group-rotation,70.628146846969,Tagir Analyzes,285
ashrafulhossenakash/score-70-6281-current-best,Ashraful,Score: 70.6281 🔥🔥current best 🔥🔥,63,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/score-70-6281-current-best,downloaded/ashrafulhossenakash_score-70-6281-current-best,70.6281,shr,5
ashrafulhossenakash/70-6590-santa,Ashraful,70.6590 _ Santa,11,,false,false,Physics,,548,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/70-6590-santa,downloaded/ashrafulhossenakash_70-6590-santa,70.659030524309,shr,5
ashrafulhossenakash/70-6588-santa,Ashraful,70.6588 Santa,12,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/70-6588-santa,downloaded/ashrafulhossenakash_70-6588-santa,70.658890886158,shr,5
hardikmakhija/precision-version-for-santa-christmas-packaging,HARDIK MAKHIJA,Precision Version For Santa Christmas Packaging ,5,,false,false,,matplotlib;numpy;pandas;shapely,48,False,,False,True,True,False,https://www.kaggle.com/code/hardikmakhija/precision-version-for-santa-christmas-packaging,downloaded/hardikmakhija_precision-version-for-santa-christmas-packaging,232.228184374438,,
nikitakuznetsof/just-luck,[Novosibirsk] Nikita Kuznetsov,Just luck,45,,false,false,Ensemble,matplotlib;numpy;pandas;shapely,488,False,,True,False,True,True,https://www.kaggle.com/code/nikitakuznetsof/just-luck,downloaded/nikitakuznetsof_just-luck,70.250334780148,KIT,83
mr0106/santa-2025-guaranteed-collision-free-solution,Mohammad Ragab,SANTA 2025 - GUARANTEED COLLISION-FREE SOLUTION,6,,false,false,Greedy,numpy;pandas;shapely,259,False,,True,False,True,True,https://www.kaggle.com/code/mr0106/santa-2025-guaranteed-collision-free-solution,downloaded/mr0106_santa-2025-guaranteed-collision-free-solution,,,
mr0106/santa-2025-elite-championship-solution,Mohammad Ragab,SANTA 2025 - ELITE CHAMPIONSHIP SOLUTION,6,,false,false,,numpy;pandas;shapely,306,False,,True,False,True,True,https://www.kaggle.com/code/mr0106/santa-2025-elite-championship-solution,downloaded/mr0106_santa-2025-elite-championship-solution,,,
mr0106/santa-2025-ultimate-championship-solution,Mohammad Ragab,SANTA 2025 - ULTIMATE CHAMPIONSHIP SOLUTION,9,,false,false,,numpy;pandas;shapely,240,False,,True,False,True,False,https://www.kaggle.com/code/mr0106/santa-2025-ultimate-championship-solution,downloaded/mr0106_santa-2025-ultimate-championship-solution,,,
datafad/bbox-basic,🔥🦫📿🗽,BBox Basic,103,,false,false,Ensemble,,5,False,,False,False,True,True,https://www.kaggle.com/code/datafad/bbox-basic,downloaded/datafad_bbox-basic,70.426154192257,Tree Cuts,206
mr0106/santa-2025-collision-free-solution,Mohammad Ragab,SANTA 2025 - COLLISION-FREE SOLUTION,3,,false,false,,numpy;pandas;shapely,255,False,,False,False,True,True,https://www.kaggle.com/code/mr0106/santa-2025-collision-free-solution,downloaded/mr0106_santa-2025-collision-free-solution,,,
mr0106/santa-2025-championship-solution,Mohammad Ragab,SANTA 2025 - CHAMPIONSHIP SOLUTION,3,,false,false,SA,numpy;pandas;scipy;shapely,301,False,,True,False,True,False,https://www.kaggle.com/code/mr0106/santa-2025-championship-solution,downloaded/mr0106_santa-2025-championship-solution,,,
hardikmakhija/the-dimer-mosaic-solver,HARDIK MAKHIJA,The Dimer Mosaic Solver,4,,false,false,,numpy;pandas;shapely,53,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/the-dimer-mosaic-solver,downloaded/hardikmakhija_the-dimer-mosaic-solver,246.420687410916,,
hardikmakhija/the-tie-breaker-jiggle-solver-visual-audit,HARDIK MAKHIJA,The Tie-Breaker: Jiggle-Solver + Visual Audit,3,,false,false,,matplotlib;numpy;pandas;shapely,62,False,,False,True,True,False,https://www.kaggle.com/code/hardikmakhija/the-tie-breaker-jiggle-solver-visual-audit,downloaded/hardikmakhija_the-tie-breaker-jiggle-solver-visual-audit,230.665422328389,,
hardikmakhija/the-tinsel-tessellation-engine,HARDIK MAKHIJA,The Tinsel-Tessellation Engine,4,,false,false,,numpy;pandas;shapely,56,False,,False,False,True,False,https://www.kaggle.com/code/hardikmakhija/the-tinsel-tessellation-engine,downloaded/hardikmakhija_the-tinsel-tessellation-engine,228.836762797279,,
mr0106/santa-2025-balanced-optimal-solution,Mohammad Ragab,SANTA 2025 - BALANCED OPTIMAL SOLUTION,7,,false,false,,numpy;pandas;shapely,232,False,,True,False,True,False,https://www.kaggle.com/code/mr0106/santa-2025-balanced-optimal-solution,downloaded/mr0106_santa-2025-balanced-optimal-solution,,,
ashrafulhossenakash/70-73432-santa,Ashraful,70.73432 Santa,26,,false,false,Sparrow;Translation,matplotlib;numpy;pandas;shapely,393,False,,True,False,True,False,https://www.kaggle.com/code/ashrafulhossenakash/70-73432-santa,downloaded/ashrafulhossenakash_70-73432-santa,70.734307040889,shr,5
hardikmakhija/the-dimer-mosaic-solver-2,HARDIK MAKHIJA,The Dimer Mosaic Solver 2,5,,false,false,,matplotlib;numpy;pandas;shapely,61,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/the-dimer-mosaic-solver-2,downloaded/hardikmakhija_the-dimer-mosaic-solver-2,231.356361466398,,
dgawlik/a-simple-way-of-computing-no-fit-polygon,Dominik Gawlik,A simple way of computing No Fit Polygon,1,,false,false,,matplotlib;numpy;pandas;shapely,127,False,,False,True,False,False,https://www.kaggle.com/code/dgawlik/a-simple-way-of-computing-no-fit-polygon,downloaded/dgawlik_a-simple-way-of-computing-no-fit-polygon,,,
avinashkushawaha/christmas,Kushwaha Avinash Akhileshbhai,christmas,0,,false,false,,numpy;pandas;shapely,95,False,,False,False,True,False,https://www.kaggle.com/code/avinashkushawaha/christmas,downloaded/avinashkushawaha_christmas,,,
kirkdco/kmer-aspect-ratio-survey,KirkDCO,kmer Aspect Ratio Survey,19,,false,false,Translation;Physics,matplotlib;multiprocessing;numpy;shapely,503,False,,True,False,False,False,https://www.kaggle.com/code/kirkdco/kmer-aspect-ratio-survey,downloaded/kirkdco_kmer-aspect-ratio-survey,,,
hardikmakhija/the-grandmaster-solver-dimer-lattice-edition,HARDIK MAKHIJA,The Grandmaster Solver: Dimer-Lattice Edition,4,,false,false,,matplotlib;numpy;pandas;shapely,85,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/the-grandmaster-solver-dimer-lattice-edition,downloaded/hardikmakhija_the-grandmaster-solver-dimer-lattice-edition,5671.56209547238,,
hossam82/santa-2025,Hossam Hamouda,Santa 2025,4,,false,false,,numpy;pandas;scipy;shapely,261,False,,True,False,True,False,https://www.kaggle.com/code/hossam82/santa-2025,downloaded/hossam82_santa-2025,144.5472729041,,
samyakrajbayar/why-not-2,Samyakraj Bayar,Why Not 2,19,,false,false,Translation,matplotlib;numpy;pandas;shapely,258,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/why-not-2,downloaded/samyakrajbayar_why-not-2,70.750676185939,Amy,40
samyakrajbayar/santa-submission-22000,Samyakraj Bayar,Santa-submission 22000,23,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-22000,downloaded/samyakrajbayar_santa-submission-22000,70.771942577215,Amy,40
smartmanoj/sparrow,Smart Manoj,Sparrow 🐦,84,,false,false,Sparrow,,126,False,,False,False,True,True,https://www.kaggle.com/code/smartmanoj/sparrow,downloaded/smartmanoj_sparrow,70.735012949167,Smart Manoj,116
samyakrajbayar/santa-submission-011,Samyakraj Bayar,Santa submission 011,19,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-011,downloaded/samyakrajbayar_santa-submission-011,70.744171692469,Amy,40
aayushrivastava/santa-claus,AAYUSHI Shrivastava,Santa claus ,5,,false,false,,,0,False,,False,False,False,False,https://www.kaggle.com/code/aayushrivastava/santa-claus,downloaded/aayushrivastava_santa-claus,,shr,5
bio4eta/problem-overview,4eta,problem overview,16,,false,false,,,1,False,,False,False,True,False,https://www.kaggle.com/code/bio4eta/problem-overview,downloaded/bio4eta_problem-overview,,fRustlated tonakai,147
ashsihkumar/notebook2aaa415934,Ashish Mishra,notebook2aaa415934,1,,false,false,,numpy;pandas;shapely,58,False,,True,False,True,False,https://www.kaggle.com/code/ashsihkumar/notebook2aaa415934,downloaded/ashsihkumar_notebook2aaa415934,288.836761038989,,
cigarzon/santa-2025-getting-started,Cigarzon,Santa 2025 - Getting Started,1,,false,false,Translation;Physics;Greedy,matplotlib;numpy;pandas;shapely,343,False,,True,False,True,False,https://www.kaggle.com/code/cigarzon/santa-2025-getting-started,downloaded/cigarzon_santa-2025-getting-started,,,
jakkkc/santa2025-incremental-squashing-as-a-final-pass,jakkkc,santa2025-incremental-squashing-as-a-final-pass,47,,false,false,,pandas;shapely,138,False,,True,False,True,False,https://www.kaggle.com/code/jakkkc/santa2025-incremental-squashing-as-a-final-pass,downloaded/jakkkc_santa2025-incremental-squashing-as-a-final-pass,173.150476074336,KK,113
tvmilitary/santa-2025-starter-tree-packing-baseline,TV Military,Santa 2025 Starter — Tree Packing Baseline,3,,false,false,,matplotlib;numpy;pandas,53,False,,False,True,True,False,https://www.kaggle.com/code/tvmilitary/santa-2025-starter-tree-packing-baseline,downloaded/tvmilitary_santa-2025-starter-tree-packing-baseline,,,
roshaw/new-year-same-old-bbox,Robert,"New Year, Same Old BBOX",67,,false,false,Ensemble,numba;numpy;pandas;shapely,174,False,,False,False,True,True,https://www.kaggle.com/code/roshaw/new-year-same-old-bbox,downloaded/roshaw_new-year-same-old-bbox,70.771927033128,Tree Cuts,206
ellipticaloranges/keep-on-pushing,martianlantern,Keep on Pushing!,42,,false,false,,,20102,False,,False,False,True,False,https://www.kaggle.com/code/ellipticaloranges/keep-on-pushing,downloaded/ellipticaloranges_keep-on-pushing,74.873325631386,,
monicapesala/santa-2025-greedy-baseline,Monica Pesala,Santa 2025 – Greedy Baseline,2,,false,false,Greedy,matplotlib;numpy;pandas,48,False,,False,True,True,False,https://www.kaggle.com/code/monicapesala/santa-2025-greedy-baseline,downloaded/monicapesala_santa-2025-greedy-baseline,,,
hardikmakhija/dimer-blueprint,HARDIK MAKHIJA,Dimer Blueprint,3,,false,false,,matplotlib;numpy;pandas;shapely,90,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/dimer-blueprint,downloaded/hardikmakhija_dimer-blueprint,5691.43351995889,,
nicupetridean/fast-simulated-annealing-cpp-version,Nicu,Fast simulated annealing - CPP version,127,,false,false,Physics,,548,False,,True,False,True,False,https://www.kaggle.com/code/nicupetridean/fast-simulated-annealing-cpp-version,downloaded/nicupetridean_fast-simulated-annealing-cpp-version,70.410577262982,ST,143
learnmore1/anneal-for-santa-packing-multi-try-sa-squeeze,no-magic,Anneal++ for Santa Packing: Multi-Try SA + Squeeze,24,,false,false,Translation;Greedy,,1689,False,,True,False,True,False,https://www.kaggle.com/code/learnmore1/anneal-for-santa-packing-multi-try-sa-squeeze,downloaded/learnmore1_anneal-for-santa-packing-multi-try-sa-squeeze,70.778842022439,,
anshahluwalia14/santa-2025-christmas-tree-packing-challenge,Ansh Ahluwalia,Santa 2025 - Christmas Tree Packing Challenge,1,,false,false,,matplotlib;numpy;pandas;shapely,143,False,,False,True,True,False,https://www.kaggle.com/code/anshahluwalia14/santa-2025-christmas-tree-packing-challenge,downloaded/anshahluwalia14_santa-2025-christmas-tree-packing-challenge,265.724167871793,,
daniilkrizhanovskyi/new-year-same-old-bbox,Daniil Krizhanovskyi,"New Year, Same Old BBOX",29,,false,false,Ensemble,numpy;pandas,348,False,,True,False,True,True,https://www.kaggle.com/code/daniilkrizhanovskyi/new-year-same-old-bbox,downloaded/daniilkrizhanovskyi_new-year-same-old-bbox,70.924270178389,,
samyakrajbayar/simulated-annealing-manual-fun-tree-mover,Samyakraj Bayar,SIMULATED ANNEALING + Manual Fun Tree Mover ,26,,false,false,,numpy;pandas;shapely,316,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/simulated-annealing-manual-fun-tree-mover,downloaded/samyakrajbayar_simulated-annealing-manual-fun-tree-mover,70.787663551399,Amy,40
akashbethe/santa-2025-ml-notebook,Akash Bethe,Santa 2025 ML Notebook,3,,false,false,Ensemble,matplotlib;numpy;pandas;sklearn,137,False,,False,True,True,True,https://www.kaggle.com/code/akashbethe/santa-2025-ml-notebook,downloaded/akashbethe_santa-2025-ml-notebook,,,
adegbaju/christmas-tree-packing-solver,MARTINS ADEGBAJU,Christmas Tree Packing  Solver,7,,false,false,,matplotlib;numpy;pandas;scipy,524,False,,True,False,True,False,https://www.kaggle.com/code/adegbaju/christmas-tree-packing-solver,downloaded/adegbaju_christmas-tree-packing-solver,,,
armanzhalgasbayev/ctpc-extra-trees-handling-santa-2025,Arman Zhalgasbayev,🎄 CTPC - Extra Trees Handling - Santa 2025,1,,false,false,,matplotlib;numpy;pandas;shapely,217,False,,False,True,True,False,https://www.kaggle.com/code/armanzhalgasbayev/ctpc-extra-trees-handling-santa-2025,downloaded/armanzhalgasbayev_ctpc-extra-trees-handling-santa-2025,87.825701536146,Arman Zhalgasbayev,199
datafad/fork-of-the-fork,🔥🦫📿🗽,Fork of the fork,138,,false,false,Ensemble,numba;numpy;pandas;shapely,172,True,the-fork,False,False,True,True,https://www.kaggle.com/code/datafad/fork-of-the-fork,downloaded/datafad_fork-of-the-fork,70.331168590014,Tree Cuts,206
samyakrajbayar/santa-submission-658246,Samyakraj Bayar,Santa-submission 658246,2,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-658246,downloaded/samyakrajbayar_santa-submission-658246,70.82924968049,Amy,40
guntasdhanjal/simple-but-long-running-optimization-fork,Guntas Dhanjal,"simple, but long running optimization (fork)",64,,false,false,,pandas;shapely,112,True,,False,False,True,False,https://www.kaggle.com/code/guntasdhanjal/simple-but-long-running-optimization-fork,downloaded/guntasdhanjal_simple-but-long-running-optimization-fork,73.889454392075,,
hweowe/why-not-fbb368,hwe owe,Why Not fbb368,63,,false,false,Translation,matplotlib;numpy;pandas;shapely,260,False,,True,False,True,False,https://www.kaggle.com/code/hweowe/why-not-fbb368,downloaded/hweowe_why-not-fbb368,70.779241097105,,
sahilmurhekar/santa-2025-approach-3-cpp,Sahil Murhekar,Santa 2025 - Approach 3 Cpp,7,,false,false,Physics,matplotlib;numpy;pandas;shapely,149,False,,True,False,True,False,https://www.kaggle.com/code/sahilmurhekar/santa-2025-approach-3-cpp,downloaded/sahilmurhekar_santa-2025-approach-3-cpp,,,
datafad/do-we-want-bronze-filled-with-last-24hr-submits,🔥🦫📿🗽,Do we want Bronze filled with last 24hr submits?,82,,false,false,,,4,False,,False,False,True,False,https://www.kaggle.com/code/datafad/do-we-want-bronze-filled-with-last-24hr-submits,downloaded/datafad_do-we-want-bronze-filled-with-last-24hr-submits,70.377673059626,Tree Cuts,206
worenne/notebooke9385b7a99,worenne,notebooke9385b7a99,0,,false,false,,numpy;pandas,247,False,,True,False,True,False,https://www.kaggle.com/code/worenne/notebooke9385b7a99,downloaded/worenne_notebooke9385b7a99,,,
skarin/holiday-tree-lattice-overlap-free,SK Arin,Holiday Tree Lattice (Overlap-Free),6,,false,false,,numpy;pandas,56,False,,False,False,True,False,https://www.kaggle.com/code/skarin/holiday-tree-lattice-overlap-free,downloaded/skarin_holiday-tree-lattice-overlap-free,133.49009280601,,
opencv411/a-new-try-santa,Liu Jiahao,a_new_try_santa,74,,false,false,Translation,numpy;pandas;shapely,156,True,,True,False,True,False,https://www.kaggle.com/code/opencv411/a-new-try-santa,downloaded/opencv411_a-new-try-santa,70.416204239613,已弃赛,234
ivanblch/santa-2025-global-flip,Ivan Aleksandrov,Santa 2025 - Global Flip,1,,false,false,,,36,False,,False,False,True,False,https://www.kaggle.com/code/ivanblch/santa-2025-global-flip,downloaded/ivanblch_santa-2025-global-flip,173.652298602905,Ivan Aleksandrov,258
guntasdhanjal/santa-2025-simple-optimization-v2,Guntas Dhanjal,Santa 2025 simple optimization v2,79,,false,false,,pandas;shapely,141,False,,False,False,True,False,https://www.kaggle.com/code/guntasdhanjal/santa-2025-simple-optimization-v2,downloaded/guntasdhanjal_santa-2025-simple-optimization-v2,72.080148499448,,
satyamprakashpandey/christmas-tree-packing-challenge,SATYAM PRAKASH,Christmas Tree Packing Challenge,6,,false,false,,numpy;pandas,35,False,,False,False,True,False,https://www.kaggle.com/code/satyamprakashpandey/christmas-tree-packing-challenge,downloaded/satyamprakashpandey_christmas-tree-packing-challenge,,,
alexredna/santa-2025-simple-optimization-new-slow-version,Alex  Redna,Santa 2025 - simple optimization(new slow version),88,,false,false,,pandas;shapely,143,False,,False,False,True,False,https://www.kaggle.com/code/alexredna/santa-2025-simple-optimization-new-slow-version,downloaded/alexredna_santa-2025-simple-optimization-new-slow-version,70.250339070307,,
